연번,년도,구분,시도,시군구,설립주체,운영방식,개관년도,도서관명,주소,상세주소,전화번호,팩스,홈페이지,봉사대상지역,대출권수_어린이_총류,대출권수_어린이_철학,대출권수_어린이_종교,대출권수_어린이_사회과학,대출권수_어린이_순수과학,대출권수_어린이_기술과학,대출권수_어린이_예술,대출권수_어린이_언어,대출권수_어린이_문학,대출권수_어린이_역사,대출권수_청소년_총류,대출권수_청소년_철학,대출권수_청소년_종교,대출권수_청소년_사회과학,대출권수_청소년_순수과학,대출권수_청소년_기술과학,대출권수_청소년_예술,대출권수_청소년_언어,대출권수_청소년_문학,대출권수_청소년_역사,대출권수_성인_총류,대출권수_성인_철학,대출권수_성인_종교,대출권수_성인_사회과학,대출권수_성인_순수과학,대출권수_성인_기술과학,대출권수_성인_예술,대출권수_성인_언어,대출권수_성인_문학,대출권수_성인_역사,도서_국내_총류,도서_국내_철학,도서_국내_종교,도서_국내_사회과학,도서_국내_순수과학,도서_국내_기술과학,도서_국내_예술,도서_국내_언어,도서_국내_문학,도서_국내_역사,시설_도서관부지면적,시설_연면적,개관일수,행정구역코드,법정구역코드,AGE,총_국내도서권수,총_대출권수
195,2016,공공(일반),경기도,안양시,지자체,직영,2014,안양시벌말도서관,경기도 안양시 동안구 흥안대로434번길 19-27 (평촌동),19 27 (안양시벌말도서관),031-8045-6301,031-8045-6536,https://www.anyanglib.or.kr/,안양시 동안구,1401,889,549,4286,2848,1604,600,2754,14552,3061,1318.0,837.0,517.0,4034.0,2680.0,1510.0,565.0,2592.0,13696.0,2881.0,5520.0,3504.0,2164.0,16891.0,11223.0,6323.0,2364.0,10855.0,57351.0,12065,2002,1594,839,5102,2171,1866,1157,989,14077,3046,448,753.0,298,31040,41170,3,32843,191434.0
196,2016,공공(일반),경기도,안양시,지자체,직영,1994,안양시평촌도서관,경기 안양시 동안구 관양동,1589-2,031-8045-6212,031-8045-6209,http://www.anyanglib.or.kr,안양시,3770,3900,1620,11580,5550,5840,2500,2720,32820,6830,3320.0,3440.0,1430.0,10220.0,4900.0,5150.0,2210.0,2400.0,28960.0,6020.0,15060.0,15580.0,6460.0,46330.0,22210.0,23360.0,10000.0,10880.0,131270.0,27306,9268,10494,7388,36877,10927,15650,9895,7110,72640,17541,10000,3642.0,294,31040,41170,23,197790,453636.0
197,2016,공공(일반),경기도,안양시,지자체,직영,1998,안양시호계도서관,경기도 안양시 동안구 경수대로685번길,26 (안양시립호계도서관),031-8045-6261,031-8045-6264,www.anyanglib.or.kr,경기도 안양시 동안구,741,316,256,1651,2325,300,238,2116,8521,1900,149.0,242.0,87.0,616.0,162.0,471.0,162.0,120.0,1458.0,362.0,6738.0,7165.0,3180.0,21827.0,13802.0,12588.0,4887.0,11882.0,71318.0,16797,7778,6674,4812,20522,8355,8836,6044,5672,69978,12681,5220,2951.0,300,31040,41170,19,151352,192377.0
199,2016,공공(일반),경기도,안양시,지자체,직영,2016,안양시립삼덕도서관,경기도 안양시 만안구 병목안로 58 (안양동),안양시립삼덕도서관,031-8045-6350,031-8045-6371,http://www.anyanglib.or.kr,안양시 만안구,20,18,4,34,39,19,19,22,132,50,202.0,249.0,30.0,301.0,176.0,146.0,143.0,908.0,270.0,118.0,1099.0,1224.0,488.0,3429.0,2002.0,1583.0,807.0,880.0,9898.0,2336,1687,1530,670,4971,2221,2004,1248,886,13185,2351,1047,2688.0,52,31040,41170,1,30753,26646.0
200,2016,공공(일반),경기도,안양시,지자체,직영,1992,안양시만안도서관,경기도 안양시 만안구 냉천로,51 (안양시립만안도서관),031-8045-6151,031-8045-6159,http://www.anyanglib.or.kr/,안양시 만안구,749,1953,521,3299,1223,1395,877,1111,15639,2517,1157.0,3018.0,805.0,5098.0,1889.0,2157.0,1355.0,1717.0,24170.0,3889.0,4901.0,12780.0,3408.0,21591.0,8002.0,9134.0,5738.0,7272.0,102365.0,16472,13460,14023,10317,51424,20437,33008,23215,14063,97860,21844,11475,4190.0,295,31040,41170,25,299651,266202.0
201,2016,공공(일반),경기도,안양시,지자체,직영,2006,안양시박달도서관,경기도 안양시 만안구 박달로,459 (안양시립박달도서관),031-8045-6181,031-8045-6179,http://www.anyanglib.or.kr/,안양시 만안구,466,348,181,1475,1437,422,217,415,5023,1262,788.0,710.0,340.0,3115.0,2577.0,868.0,515.0,897.0,9630.0,2303.0,5084.0,5317.0,2434.0,19599.0,15890.0,6153.0,3202.0,5385.0,59895.0,14334,3543,4718,3037,13740,6967,5369,3777,3225,31734,8439,674,2504.0,298,31040,41170,11,84549,170282.0
202,2016,공공(일반),경기도,안양시,지자체,직영,2003,안양시석수도서관,경기도 안양시 만안구 양화로217번길,34 (석수도서관),031-8045-6103~5,031-8045-6533,www.anyanglib.or.kr,경기도 안양시 만안구,1765,2901,1421,7782,4827,3213,1612,2581,16769,4556,1630.0,2678.0,1312.0,7183.0,4456.0,2966.0,1488.0,2382.0,15479.0,4206.0,10190.0,16739.0,8201.0,44897.0,27848.0,18538.0,9299.0,14891.0,96746.0,26287,19191,18824,11432,56196,29778,22149,13933,11658,202691,35619,13713,10652.0,300,31040,41170,14,421471,364843.0
203,2016,공공(일반),경기도,양주시,지자체,직영,2016,광적도서관,경기도 양주시 광적면 광적로42번길 5,광적도서관,031-8082-7480,031-8082-7409,http://www.libyj.go.kr,양주시 광적면,1,2,1,4,2,1,2,2,19,8,2.0,1.0,1.0,7.0,8.0,4.0,1.0,0.0,41.0,2.0,7.0,24.0,8.0,32.0,27.0,41.0,13.0,5.0,238.0,32,930,720,196,2291,1519,831,434,229,9577,1754,1.021.9,955.38,10,31260,41630,1,18481,536.0
204,2016,공공(일반),경기도,양주시,지자체,직영,2011,양주시 고읍도서관,경기도 양주시 고읍남로,207,031-8082-7441,031-8082-7409,http://www.libyj.go.kr,양주시 양주2동,599,621,406,2933,3924,682,510,1842,10281,2471,225.0,308.0,48.0,807.0,1080.0,336.0,217.0,413.0,3993.0,637.0,2962.0,4688.0,1362.0,11826.0,8155.0,5303.0,2282.0,3996.0,38516.0,8076,1830,2338,748,7371,3913,2640,1684,1083,21521,4109,815,1347.0,296,31260,41630,6,47237,119499.0
205,2016,공공(일반),경기도,양주시,지자체,직영,2009,양주시 남면도서관,경기 양주시 남면 개나리17길 24,(신산리) 남면도서관,031-8082-7430,031-8082-7409,http://www.libyj.go.kr/nmLibMain.do,양주시 남면,1630,631,257,2078,3839,284,879,725,11728,2197,354.0,1290.0,249.0,2004.0,200.0,2117.0,1310.0,899.0,12220.0,650.0,1200.0,3072.0,620.0,4550.0,876.0,3520.0,1965.0,1601.0,15055.0,3950,2177,2147,778,6824,3760,2968,1941,1228,19310,4179,2252,789.0,296,31260,41630,8,45312,81950.0
206,2016,공공(일반),경기도,양주시,지자체,직영,2014,양주시 덕계도서관,경기도 양주시 평화로1475번길 39 (덕계동),39 회천2동 복합청사 7·8층,031-8082-7450,031-8082-7409,http://www.libyj.go.kr,양주시,973,487,300,2332,2510,739,760,1253,9591,1181,322.0,289.0,60.0,886.0,737.0,366.0,285.0,378.0,3616.0,582.0,2508.0,2715.0,1212.0,7590.0,4132.0,3587.0,2048.0,2793.0,27061.0,4070,2117,2352,909,6908,3584,2632,1956,1297,20830,3456,1499,1370.0,299,31260,41630,3,46041,85363.0
207,2016,공공(일반),경기도,양주시,지자체,직영,1994,양주시덕정도서관,경기도 양주시 화합로,1371번길 11,031-8082-7422,031-8082-7409,http://libyj.go.kr,"덕정동, 고암동",234,196,159,1170,1694,219,379,1142,4950,926,149.0,257.0,56.0,739.0,681.0,234.0,463.0,484.0,3903.0,917.0,2636.0,3772.0,1723.0,10702.0,4571.0,3687.0,3169.0,3791.0,30036.0,6250,4623,5592,3360,17996,6850,6992,5788,4104,34289,9855,949,1826.0,247,31260,41630,23,99449,89289.0
208,2016,공공(일반),경기도,양주시,지자체,직영,2006,양주시립꿈나무도서관,경기 양주시 백석읍 꿈나무로 199,꿈나무도서관,031-8082-7402,031-8082-7409,http://www.libyj.go.kr,양주시,365,140,193,1578,2046,330,511,946,5991,1539,129.0,220.0,43.0,568.0,645.0,258.0,195.0,170.0,2421.0,586.0,1178.0,1313.0,813.0,6799.0,4740.0,2206.0,1546.0,2442.0,21430.0,4391,5364,3584,1991,18955,12497,4934,4212,3231,57641,9749,6043,2606.0,296,31260,41630,11,122158,65732.0
209,2016,공공(일반),경기도,양주시,지자체,직영,2015,양주희망도서관,경기도 양주시 삼숭로38번길 78-47 (삼숭동),양주희망도서관,031-8082-7462,031-8082-7409,http://www.libyj.go.kr,양주시,1022,554,324,2253,3875,1113,694,2186,12061,3096,379.0,438.0,48.0,1098.0,951.0,648.0,314.0,279.0,5064.0,999.0,2855.0,3734.0,1027.0,8871.0,5412.0,6047.0,2236.0,4203.0,31152.0,6930,1945,1991,709,5470,5619,2876,1616,980,14159,3443,3388,2299.0,302,31260,41630,2,38808,109863.0
210,2016,공공(일반),경기도,양평군,지자체,직영,2009,양평 양서친환경도서관,경기도 양평군 양수로,110 (양서도서관),031-770-2592,031-770-2824,http://www.yplib.or.kr,경기도 양평군 양서면,169,87,45,481,360,242,217,222,3032,503,102.0,124.0,24.0,250.0,241.0,312.0,140.0,85.0,1791.0,292.0,1164.0,2617.0,860.0,4279.0,1705.0,2652.0,1373.0,1013.0,14351.0,3640,3374,4321,1692,12897,5002,6312,3333,3398,29116,6067,2934,1497.0,350,31380,41830,8,75512,42373.0
211,2016,공공(일반),경기도,양평군,지자체,직영,2013,양평군립양동도서관,경기도 양평군 학둔지아래길,93 (양동도서관),031-770-2574,031-770-2878,http://www.yplib.or.kr,경기도 양평군,18,32,3,45,77,32,48,8,489,61,5.0,51.0,21.0,104.0,64.0,19.0,26.0,27.0,394.0,84.0,215.0,523.0,247.0,1279.0,373.0,695.0,301.0,233.0,3307.0,670,1267,1824,766,5593,1908,2510,1537,1137,10579,4457,3435,1314.0,350,31380,41830,4,31578,9451.0
212,2016,공공(일반),경기도,양평군,지자체,직영,1993,양평군립중앙도서관,경기도 양평군 양근로,240-9 (양평군립도서관),031-770-2706,031-770-2819,http://www.yplib.or.kr,경기도 양평군,43,48,14,142,29,235,112,106,419,102,124.0,372.0,37.0,618.0,437.0,502.0,292.0,181.0,2666.0,380.0,2405.0,5090.0,1514.0,11004.0,2363.0,8102.0,3666.0,2023.0,37959.0,5533,11977,11716,6499,38938,6989,18024,15941,7054,57332,17257,5236,1936.0,332,31380,41830,24,191727,86518.0
213,2016,공공(일반),경기도,양평군,지자체,직영,2013,양평군립지평도서관,경기도 양평군 지평의병로116번길,5,031-770-2561,031-770-2826,https://www.yplib.or.kr,경기도 양평군,99,62,12,442,366,156,54,787,1241,272,32.0,69.0,4.0,171.0,160.0,75.0,26.0,45.0,531.0,75.0,525.0,714.0,171.0,1891.0,1254.0,1275.0,611.0,416.0,6027.0,1400,992,1740,589,5349,1876,2406,1203,1077,9526,2571,2215,1045.0,358,31380,41830,4,27329,18963.0
215,2016,공공(일반),경기도,양평군,지자체,직영,2003,양평용문도서관,경기도 양평군 용문로,395 (용문도서관),031-770-2789,031-770-2876,http://www.yplib.or.kr,양평군,396,256,109,1045,1392,393,214,483,4647,1031,78.0,137.0,32.0,301.0,308.0,302.0,148.0,97.0,1536.0,389.0,1297.0,2136.0,661.0,4817.0,2744.0,3399.0,1551.0,1192.0,15853.0,3469,3529,4919,2357,17350,5981,6971,4628,3839,35472,8015,1655,1451.0,337,31380,41830,14,93061,50413.0
216,2016,공공(일반),경기도,여주시,교육청,직영,1972,경기도립여주도서관,경기도 여주시 여양로,91 (여흥초등학교),031-882-1066,031-886-2611,http://www.yjlib.or.kr,여주,96,99,105,193,476,83,91,141,1231,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,357.0,223.0,504.0,213.0,534.0,485.0,237.0,1782.0,491,3531,4583,2007,11576,5067,5675,3251,3217,32187,6478,324,324.0,134,31280,41670,45,77572,7908.0
217,2016,공공(일반),경기도,여주시,지자체,직영,1999,세종도서관,경기도 여주시 영릉로 125 (하동),125 (세종도서관),031-886-5006,031-887-2860,http://www.yjlib.go.kr,여주시,615,174,149,1341,2425,374,242,1214,4040,1412,175.0,120.0,55.0,462.0,606.0,400.0,306.0,686.0,2630.0,541.0,1947.0,2373.0,1003.0,6440.0,3565.0,4525.0,3107.0,2982.0,24376.0,4693,6828,7781,5332,26071,11069,10620,7819,7474,56021,14868,9557,1683.0,296,31280,41670,18,153883,72978.0
218,2016,공공(일반),경기도,여주시,지자체,직영,2012,여주도서관,경기도 여주시 여양로 190-17 (천송동),190-17,031-885-4242,031-885-2599,http://www.yjlib.go.kr,경기도 여주시,1179,370,371,3570,4593,897,2214,1990,14798,3125,370.0,367.0,69.0,890.0,1159.0,555.0,931.0,607.0,5371.0,1052.0,4163.0,4228.0,2131.0,15044.0,8366.0,7751.0,6057.0,5811.0,44992.0,9063,5291,4665,2450,16121,6498,6215,5226,2774,36948,9555,5000,4245.0,298,31280,41670,5,95743,152084.0
219,2016,공공(일반),경기도,연천군,지자체,직영,2007,연천군 중앙도서관,경기도 연천군 전곡읍 전은길,9-26,031-839-4412,031-839-4419,http://lib.iyc21.net,연천군,171,222,211,1708,1400,338,197,531,4698,825,33.0,94.0,27.0,113.0,163.0,84.0,193.0,57.0,1044.0,221.0,1149.0,2463.0,819.0,6643.0,1971.0,2981.0,2807.0,1151.0,21658.0,3692,3922,5804,3539,19952,6538,6964,6040,4615,43417,9086,3306,2094.5,330,31350,41800,10,109877,57664.0
220,2016,공공(일반),경기도,연천군,지자체,직영,2007,연천도서관,경기도 연천군 연천읍 차현로,76-7,031-839-4401,031-839-4409,http://library.yeoncheon.go.kr/,연천군,188,45,49,2436,624,73,105,201,1373,680,56.0,77.0,19.0,202.0,238.0,35.0,50.0,119.0,656.0,260.0,963.0,1435.0,508.0,12077.0,2229.0,1559.0,1549.0,928.0,14056.0,2692,3096,3422,1742,12184,5634,4143,3160,2194,26361,6374,4247,1348.8,302,31350,41800,10,68310,45482.0
221,2016,공공(일반),경기도,오산시,지자체,직영,2010,양산도서관,경기도 오산시,양산로 410번길 34,031-8036-6162,031-8036-8982,http://www.osanlibrary.go.kr/yangsan,경기도 오산시,437,413,227,1365,2714,591,498,916,6937,1585,87.0,229.0,34.0,468.0,418.0,211.0,378.0,213.0,2610.0,501.0,1008.0,1672.0,720.0,5811.0,3348.0,2992.0,1726.0,1930.0,18137.0,4314,1714,2734,1449,9138,4019,3984,2909,1898,17164,5370,1113,2184.77,344,31140,41370,7,50379,62490.0
222,2016,공공(일반),경기도,오산시,지자체,직영,2014,오산시 꿈두레도서관,경기도 오산시 세마역로,20 꿈두레도서관,031-8036-6520,031-8036-8938,http://www.osanlibrary.go.kr/kkumdure/main.do,오산시,3053,1846,1432,7930,12063,1992,3560,5290,33152,6506,546.0,598.0,173.0,1560.0,1540.0,898.0,1199.0,632.0,7425.0,1879.0,5824.0,6721.0,2588.0,22393.0,15523.0,11855.0,7329.0,9128.0,60598.0,13510,2628,3723,1396,12587,6120,5039,3289,2578,26831,6643,8342.9,5277.0,344,31140,41370,3,70834,248743.0
223,2016,공공(일반),경기도,오산시,지자체,직영,2008,오산시 중앙도서관,경기 오산시 오산동,920-3,031-8036-6177,031-8036-8929,http://osanlibrary.go.kr,경기도 오산시,1195,1292,786,5745,13029,1627,2080,3334,24892,5057,350.0,817.0,144.0,2172.0,2264.0,923.0,930.0,484.0,10252.0,1289.0,4781.0,7130.0,2911.0,24186.0,11892.0,11346.0,5130.0,5989.0,58599.0,12907,9478,12341,7395,40799,18605,17448,10098,9143,95214,20666,2910.1,6421.36,344,31140,41370,9,241187,223533.0
224,2016,공공(일반),경기도,오산시,지자체,직영,1992,오산시 청학도서관,경기도 오산시 청학로 65 (청학동),65 (오산청학도서관),031-8036-6490,031-8036-8983,http://www.osanlibrary.go.kr,경기도 오산시,22,12,7,73,239,44,36,70,303,171,33.0,79.0,37.0,109.0,206.0,69.0,103.0,31.0,726.0,94.0,483.0,879.0,268.0,2527.0,824.0,893.0,585.0,698.0,5434.0,1232,3479,4497,2355,1741,5998,7264,5370,4412,32162,8891,4005,1715.0,344,31140,41370,25,76169,16287.0
226,2016,공공(일반),경기도,오산시,지자체,직영,2014,오산시초평도서관,경기도 오산시 발안로,1353-11(누읍동),031-8036-6142,031-8036-8984,http://www.osanlibrary.go.kr/chopyeong,경기도 오산시,235,102,104,1135,1296,245,177,515,3240,655,88.0,110.0,45.0,435.0,378.0,191.0,134.0,126.0,1590.0,495.0,848.0,1012.0,415.0,3455.0,1853.0,1503.0,578.0,948.0,8698.0,1927,1251,1766,968,6553,2341,2677,1602,1555,12669,3459,1751,1290.71,344,31140,41370,3,34841,32533.0
227,2016,공공(일반),경기도,용인시,지자체,직영,2012,보라도서관,경기도 용인시 기흥구 한보라2로,116(보라동),031-324-4331,031-324-4339,http://lib.yongin.go.kr/bora/,용인시,3225,1827,1319,8277,14903,1866,1211,5382,39798,7825,745.0,1082.0,259.0,2504.0,3002.0,1062.0,687.0,1109.0,14576.0,2555.0,8796.0,10201.0,4360.0,27752.0,21233.0,15801.0,5862.0,12371.0,96027.0,20450,3993,4280,2134,12898,7116,5923,2956,2509,30872,6849,87722,4360.0,325,31190,41460,5,79530,336067.0
228,2016,공공(일반),경기도,용인시,지자체,직영,2010,용인시 기흥도서관,경기도 용인시 기흥구 기흥로116번길 10 (신갈동),10 (기흥도서관),031-324-4753,031-324-4489,http://lib.yongin.go.kr/giheung,용인시 기흥구,4446,2515,2239,12601,15528,2561,1899,9974,47982,9079,1370.0,1248.0,387.0,3674.0,4165.0,1770.0,1260.0,1870.0,18262.0,3361.0,15553.0,15500.0,7495.0,51245.0,31927.0,22125.0,9627.0,21580.0,139179.0,30122,6616,7110,3920,22858,9884,8875,5401,4481,44312,10685,13200,6607.0,327,31190,41460,7,124142,490544.0
229,2016,공공(일반),경기도,용인시,지자체,직영,2009,용인시 동백도서관,경기도 용인시 기흥구 동백3로,80 (동백도서관),031-324-4651,031-324-4655,http://lib.yongin.go.kr/dongbaek,용인시 기흥구,5547,2484,1916,11502,14531,2830,1645,14286,55177,11007,1644.0,1626.0,340.0,4378.0,4369.0,2398.0,1343.0,3039.0,20529.0,3920.0,14114.0,14009.0,5549.0,42566.0,26982.0,20826.0,8118.0,26809.0,133614.0,28866,5319,5718,2669,18938,9081,8753,4634,5051,40905,9693,41326,5560.0,325,31190,41460,8,110761,485964.0
230,2016,공공(일반),경기도,용인시,지자체,직영,2014,용인시 흥덕도서관,경기도 용인시 기흥구 흥덕중앙로,153(영덕동),031-324-4141,031-324-4149,http://www.yonginlib.go.kr/heungdeok/,용인시 기흥구,2241,1054,633,7028,9772,1676,1002,6402,29664,5870,732.0,578.0,125.0,1805.0,2027.0,945.0,404.0,774.0,7847.0,1618.0,6346.0,6283.0,1944.0,23482.0,17571.0,11933.0,4015.0,12242.0,72329.0,16237,3363,3504,1029,11867,5135,4776,2780,1750,25489,5898,3674,4494.0,325,31190,41460,3,65591,254579.0
231,2016,공공(일반),경기도,용인시,지자체,직영,2006,용인시구갈희망누리도서관,경기도 용인시 기흥구 구갈동 ,598번지 근린공원내,031-324-6561,031-324-6562,http://www.yonginlib.go.kr/gugal,경기도 용인시,1135,392,345,2368,2781,518,180,1943,8765,1951,284.0,150.0,41.0,401.0,472.0,110.0,43.0,234.0,1890.0,516.0,2087.0,1361.0,561.0,5052.0,4993.0,1473.0,569.0,3373.0,19321.0,3952,1528,1200,535,5390,4082,1115,746,852,18257,3626,357,264.0,299,31190,41460,11,37331,67261.0
232,2016,공공(일반),경기도,용인시,지자체,직영,2007,용인시구성도서관,경기도 용인시 기흥구,구성로 77번길 17,031-324-4131,031-324-4139,www.yonginlib.go.kr/guseong,용인시,2783,1409,740,6009,8144,1490,1015,3844,22342,5334,917.0,1018.0,251.0,2488.0,2993.0,1077.0,896.0,1169.0,11557.0,2374.0,7893.0,9154.0,4467.0,25954.0,15470.0,10252.0,5660.0,10065.0,74209.0,17298,6249,7151,3152,22783,8642,8038,5264,4761,47634,9753,8987,2775.0,327,31190,41460,10,123427,258272.0
234,2016,공공(일반),경기도,용인시,지자체,직영,2015,상현도서관,경기도 용인시 수지구 법조로 232 (상현동),232(상현동),031-324-4121,031-324-4129,http://lib.yonginlib.go.kr/sanghyeon,용인시,2304,1883,1261,8592,12704,2825,1467,7008,39900,7279,881.0,1045.0,221.0,2952.0,3032.0,1653.0,938.0,1293.0,12015.0,2373.0,10096.0,10282.0,4606.0,38844.0,24512.0,20535.0,9017.0,17121.0,107482.0,23817,3266,3860,1689,11394,4714,5209,3572,2189,22087,5383,5435.8,6813.49,327,31190,41460,2,63363,377938.0
235,2016,공공(일반),경기도,용인시,지자체,직영,2004,용인시수지도서관,경기도 용인시 수지구 문정로7번길,23,031-324-8971,031-324-8979,http://lib.yongin.go.kr/suji,경기도 용인시,3195,1717,1678,11450,14519,3175,1609,11248,56007,11275,1521.0,2061.0,407.0,6159.0,5868.0,2957.0,1670.0,2534.0,25692.0,5179.0,16053.0,19835.0,7486.0,67095.0,37105.0,31588.0,13303.0,30887.0,211936.0,44985,11192,10278,4891,37011,13970,16699,11159,7569,68851,18209,15538,5059.0,325,31190,41460,13,199829,650194.0
236,2016,공공(일반),경기도,용인시,지자체,직영,2008,용인시죽전도서관,경기도 용인시 수지구 대지로,89 (죽전도서관),031-324-4641,031-324-4645,http://www.yonginlib.go.kr/jukjeon/,용인시 수지구,4356,1240,1129,14578,10518,2058,1295,5957,46299,10147,1139.0,1056.0,250.0,4093.0,3500.0,1526.0,905.0,1289.0,16299.0,3419.0,12381.0,11933.0,4846.0,52147.0,22809.0,17858.0,8331.0,16086.0,140068.0,30269,6561,6366,3193,22318,9352,7832,5188,5164,46976,11204,6490,4965.0,327,31190,41460,9,124154,447781.0
237,2016,공공(일반),경기도,용인시,지자체,직영,2012,용인시 모현도서관,경기도 용인시 처인구,모현면 백옥대로 2378(왕산리 804-3),031-324-4351,031-324-4359,http://www.lib.yongin.go.kr/mohyeon,경기도 용인시 처인구,684,472,254,2424,3150,586,439,1529,8220,1875,256.0,320.0,51.0,595.0,812.0,243.0,226.0,322.0,3539.0,598.0,2437.0,2697.0,995.0,7963.0,5598.0,4325.0,1750.0,3745.0,25600.0,6835,4008,3368,1654,10329,4900,5326,3054,2694,26277,5577,1627,2728.0,325,31190,41460,5,67187,88540.0
238,2016,공공(일반),경기도,용인시,지자체,위탁,2016,용인시 청덕도서관,경기도 용인시 기흥구 구성1로 44,청덕도서관,031-284-1763,031-284-1768,http://lib.yongin.go.kr/cheongdeok/,용인시 기흥구,5848,3355,2884,14998,16293,3459,2194,7785,55904,13981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2749.0,3446.0,1342.0,7710.0,1631.0,7685.0,2491.0,2145.0,16818.0,1692,1717,2161,1006,5835,2526,2896,2104,1195,13238,3133,670.21,1980.83,274,31190,41460,1,35811,174410.0
239,2016,공공(일반),경기도,용인시,지자체,직영,2007,용인시디지털정보도서관,경기도 용인시 처인구 용인대로 ,735(삼가동 556)  문화복지행정타운 문화예술원 내,031-324-4621,031-324-4624,http://.yonginlib.go.kr,용인시,24,41,47,165,292,39,40,129,360,76,18.0,27.0,8.0,48.0,78.0,31.0,47.0,47.0,219.0,43.0,395.0,676.0,215.0,1137.0,642.0,541.0,381.0,362.0,3546.0,755,749,682,292,1459,427,893,599,535,3467,807,383,383.0,324,31190,41460,10,9910,10429.0
240,2016,공공(일반),경기도,용인시,지자체,직영,2016,용인시양지해밀도서관,경기도 용인시 처인구 양지면 교동로18번길 8,양지해밀도서관,031-324-4625,,http://lib.yongin.go.kr/haemil,처인구 양지면,59,32,14,174,459,64,68,145,949,298,31.0,8.0,2.0,31.0,94.0,5.0,20.0,27.0,290.0,126.0,186.0,160.0,98.0,538.0,578.0,324.0,127.0,345.0,2943.0,667,1237,1618,858,4971,2831,2034,1262,1142,13635,2876,3248,705.7,91,31190,41460,1,32464,8862.0
